-1.28986e-06;-2.17534e-06;-3.69697e-06;-6.17266e-06;-1.00079e-05;-1.56805e-05;-2.37029e-05;-3.45566e-05;-4.86044e-05;-6.59868e-05;-8.65207e-05;-0.00010962;-0.000134258;-0.000158992;-0.000182046;-0.000201464;-0.000215289;-0.000221773;-0.00021956;-0.000207838;-0.000186431;-0.000155835;-0.000117188;-7.22037e-05;-2.30581e-05;2.77447e-05;7.75303e-05;0.00012363;0.00016357;0.000195271;0.000217232;0.000228681;0.000229665;0.000221046;0.000204405;0.000181842;0.000155717;0.000128367;0.000101842;7.77238e-05;5.70229e-05;4.01871e-05;2.71841e-05;1.76352e-05;1.09644e-05;6.53087e-06;3.72879e-06;2.04607e-06;1.08737e-06;5.7062e-07
-1.20541e-07;-2.39302e-07;-4.74053e-07;-9.13432e-07;-1.69539e-06;-3.02136e-06;-5.16607e-06;-8.47684e-06;-1.33551e-05;-2.0214e-05;-2.94082e-05;-4.11397e-05;-5.53511e-05;-7.16234e-05;-8.91068e-05;-0.000106508;-0.000122152;-0.000134134;-0.000140538;-0.000139706;-0.00013051;-0.000112582;-8.64597e-05;-5.36049e-05;-1.6297e-05;2.26059e-05;6.00003e-05;9.29203e-05;0.000118911;0.00013633;0.000144525;0.000143861;0.000135588;0.000121582;0.000104025;8.50639e-05;6.65399e-05;4.98096e-05;3.56815e-05;2.44546e-05;1.60274e-05;1.00389e-05;6.00487e-06;3.4274e-06;1.86513e-06;9.67024e-07;4.77612e-07;2.2502e-07;1.01718e-07;4.49221e-08
-7.96401e-09;-1.87643e-08;-4.36705e-08;-9.79309e-08;-2.09975e-07;-4.29634e-07;-8.38863e-07;-1.56374e-06;-2.78468e-06;-4.73975e-06;-7.7138e-06;-1.2006e-05;-1.78705e-05;-2.54302e-05;-3.45746e-05;-4.4863e-05;-5.54633e-05;-6.51614e-05;-7.24672e-05;-7.58216e-05;-7.38834e-05;-6.58386e-05;-5.16589e-05;-3.22312e-05;-9.30422e-06;1.47564e-05;3.73612e-05;5.61504e-05;6.93981e-05;7.62732e-05;7.69012e-05;7.2228e-05;6.37399e-05;5.31219e-05;4.19442e-05;3.1439e-05;2.23967e-05;1.5174e-05;9.77988e-06;5.99598e-06;3.49588e-06;1.93735e-06;1.01983e-06;5.09525e-07;2.41395e-07;1.08345e-07;4.60376e-08;1.85264e-08;7.08914e-09;2.62211e-09
-4.51108e-10;-1.25762e-09;-3.42808e-09;-8.92233e-09;-2.204e-08;-5.16197e-08;-1.14665e-07;-2.41723e-07;-4.83864e-07;-9.20077e-07;-1.66236e-06;-2.85391e-06;-4.65457e-06;-7.2084e-06;-1.05916e-05;-1.47471e-05;-1.94206e-05;-2.41238e-05;-2.81506e-05;-3.0665e-05;-3.08602e-05;-2.81593e-05;-2.24041e-05;-1.39687e-05;-3.74871e-06;6.98827e-06;1.68581e-05;2.46516e-05;2.95779e-05;3.13912e-05;3.03757e-05;2.72079e-05;2.27518e-05;1.78538e-05;1.31901e-05;9.19326e-06;6.05276e-06;3.76723e-06;2.21727e-06;1.2341e-06;6.49393e-07;3.22912e-07;1.51629e-07;6.7178e-08;2.80521e-08;1.10279e-08;4.07677e-09;1.41651e-09;4.63701e-10;1.45063e-10
-2.72042e-11;-8.77304e-11;-2.73913e-10;-8.08669e-10;-2.24651e-09;-5.87074e-09;-1.44421e-08;-3.34724e-08;-7.31459e-08;-1.50798e-07;-2.93414e-07;-5.38934e-07;-9.34431e-07;-1.52892e-06;-2.35922e-06;-3.42945e-06;-4.68824e-06;-6.01159e-06;-7.20153e-06;-8.00878e-06;-8.18124e-06;-7.52974e-06;-5.99259e-06;-3.67578e-06;-8.50538e-07;2.09703e-06;4.75177e-06;6.76483e-06;7.92837e-06;8.20787e-06;7.72609e-06;6.70972e-06;5.42063e-06;4.09419e-06;2.90015e-06;1.93048e-06;1.20899e-06;7.12802e-07;3.95735e-07;2.06862e-07;1.01772e-07;4.70937e-08;2.0479e-08;8.35966e-09;3.1991e-09;1.14596e-09;3.83621e-10;1.19854e-10;3.49736e-11;9.63542e-12
-1.59167e-12;-5.57618e-12;-1.8842e-11;-5.97421e-11;-1.76914e-10;-4.89454e-10;-1.26678e-09;-3.07132e-09;-6.98407e-09;-1.49104e-08;-2.99091e-08;-5.64007e-08;-1.0001e-07;-1.6675e-07;-2.61312e-07;-3.84528e-07;-5.30498e-07;-6.84417e-07;-8.22402e-07;-9.14397e-07;-9.30326e-07;-8.48321e-07;-6.62578e-07;-3.87887e-07;-5.86298e-08;2.78127e-07;5.73586e-07;7.88726e-07;9.02653e-07;9.15359e-07;8.44635e-07;7.18897e-07;5.68809e-07;4.20364e-07;2.91028e-07;1.89103e-07;1.15451e-07;6.62631e-08;3.57585e-08;1.81399e-08;8.64609e-09;3.86907e-09;1.62389e-09;6.38448e-10;2.34779e-10;8.0611e-11;2.57917e-11;7.67482e-12;2.12216e-12;5.48187e-13
-1.12472e-14;-3.80333e-14;-1.35985e-13;-4.59522e-13;-1.43745e-12;-4.15908e-12;-1.11609e-11;-2.78598e-11;-6.48565e-11;-1.41109e-10;-2.87432e-10;-5.48886e-10;-9.83605e-10;-1.65506e-09;-2.61541e-09;-3.88036e-09;-5.4003e-09;-7.03762e-09;-8.56306e-09;-9.68163e-09;-1.00905e-08;-9.55794e-09;-8.00136e-09;-5.53469e-09;-2.4647e-09;7.6982e-10;3.69978e-09;5.93618e-09;7.25387e-09;7.62401e-09;7.19057e-09;6.20617e-09;4.95351e-09;3.6784e-09;2.55053e-09;1.65485e-09;1.00587e-09;5.73018e-10;3.05913e-10;1.5296e-10;7.15609e-11;3.12799e-11;1.27504e-11;4.83495e-12;1.7003e-12;5.52327e-13;1.64875e-13;4.49161e-14;1.1068e-14;2.45083e-15
-7.61371e-14;-3.00425e-13;-1.09991e-12;-3.73453e-12;-1.17825e-11;-3.46217e-11;-9.49473e-11;-2.43465e-10;-5.84646e-10;-1.31649e-09;-2.78272e-09;-5.52583e-09;-1.03141e-08;-1.80999e-08;-2.98597e-08;-4.62841e-08;-6.73367e-08;-9.17821e-08;-1.16865e-07;-1.3836e-07;-1.51155e-07;-1.50364e-07;-1.32733e-07;-9.78984e-08;-4.90162e-08;7.58724e-09;6.37336e-08;1.11314e-07;1.44195e-07;1.59496e-07;1.57882e-07;1.42872e-07;1.19542e-07;9.30946e-08;6.77503e-08;4.61928e-08;2.95513e-08;1.77534e-08;1.00193e-08;5.31147e-09;2.6439e-09;1.2349e-09;5.40711e-10;2.21679e-10;8.49743e-11;3.04059e-11;1.01408e-11;3.15153e-12;9.18375e-13;2.60224e-13
-2.51053e-12;-9.47314e-12;-3.35689e-11;-1.10767e-10;-3.40354e-10;-9.75504e-10;-2.61274e-09;-6.55023e-09;-1.53933e-08;-3.39501e-08;-7.034e-08;-1.37001e-07;-2.50962e-07;-4.32437e-07;-7.008e-07;-1.06749e-06;-1.52663e-06;-2.04585e-06;-2.56126e-06;-2.98093e-06;-3.19944e-06;-3.12227e-06;-2.69422e-06;-1.92255e-06;-8.85431e-07;2.7949e-07;1.40482e-06;2.33259e-06;2.95034e-06;3.21283e-06;3.14391e-06;2.82014e-06;2.3441e-06;1.81704e-06;1.31878e-06;8.98481e-07;5.75549e-07;3.46994e-07;1.96995e-07;1.0533e-07;5.30339e-08;2.51361e-08;1.12078e-08;4.69758e-09;1.84898e-09;6.82668e-10;2.36193e-10;7.65725e-11;2.33666e-11;6.87881e-12
-3.64259e-11;-1.25018e-10;-4.07539e-10;-1.24587e-09;-3.56618e-09;-9.56665e-09;-2.40848e-08;-5.69809e-08;-1.26832e-07;-2.65865e-07;-5.25245e-07;-9.78524e-07;-1.71959e-06;-2.85061e-06;-4.45645e-06;-6.56555e-06;-9.10423e-06;-1.18583e-05;-1.44616e-05;-1.64292e-05;-1.72411e-05;-1.64662e-05;-1.38931e-05;-9.62582e-06;-4.1052e-06;1.96171e-06;7.74967e-06;1.24985e-05;1.56754e-05;1.70694e-05;1.67955e-05;1.5219e-05;1.28335e-05;1.01347e-05;7.52567e-06;5.2688e-06;3.48412e-06;2.17877e-06;1.28943e-06;7.22498e-07;3.83353e-07;1.92599e-07;9.15977e-08;4.1219e-08;1.75402e-08;7.05346e-09;2.67913e-09;9.61833e-10;3.28139e-10;1.08907e-10
