-4.9505	-5.69707e-18	5.12011e-18	0	0
-4.85149	1.36996e-17	-1.2972e-17	3.74709e-30	-2.02777e-18
-4.75248	-3.47625e-17	3.38508e-17	-6.70532e-30	3.10968e-18
-4.65347	9.33495e-17	-9.23066e-17	2.12992e-29	-1.02966e-17
-4.55446	-2.65914e-16	2.64957e-16	-5.99534e-29	2.62605e-17
-4.45545	8.08274e-16	-8.08306e-16	-1.3884e-28	-7.86728e-17
-4.35644	-2.64208e-15	2.64622e-15	-4.67006e-28	2.41448e-16
-4.25743	9.38719e-15	-9.40668e-15	1.91851e-27	-8.06558e-16
-4.15842	-3.67649e-14	3.68425e-14	2.22143e-27	2.91886e-15
-4.05941	1.61752e-13	-1.62066e-13	-2.50416e-26	-1.16722e-14
-3.9604	-8.20712e-13	8.22097e-13	9.69352e-26	5.25124e-14
-3.86139	4.99086e-12	-4.99781e-12	4.65289e-25	-2.7307e-13
-3.76238	-3.8675e-11	3.87168e-11	3.92911e-24	1.70626e-12
-3.66337	4.27192e-10	-4.27512e-10	-2.81241e-23	-1.36271e-11
-3.56436	-8.81211e-09	8.81561e-09	2.11758e-22	1.55684e-10
-3.46535	3.71296e-06	-3.71303e-06	0	-3.33565e-09
-3.36634	7.67368e-05	-7.67067e-05	8.67362e-19	1.46717e-06
-3.26733	0.000734126	-0.000733506	-6.59195e-17	3.18461e-05
-3.16832	0.00439763	-0.00439167	-5.27356e-16	0.000322344
-3.06931	0.0185798	-0.0185437	-4.21885e-15	0.00206162
-2.9703	0.0589647	-0.0588085	-1.68754e-14	0.00940565
-2.87129	0.146028	-0.145514	-3.37508e-14	0.0326961
-2.77228	0.289316	-0.287975	-1.36779e-13	0.0903254
-2.67327	0.466424	-0.463556	-2.73559e-13	0.204375
-2.57426	0.619327	-0.614172	-2.73559e-13	0.387962
-2.47525	0.683758	-0.675785	-5.47118e-13	0.631198
-2.37624	0.633544	-0.622676	-5.47118e-13	0.898836
-2.27723	0.499257	-0.485866	-3.30402e-13	1.14544
-2.17822	0.343209	-0.32789	-2.77112e-13	1.33786
-2.07921	0.216633	-0.199943	-2.91323e-13	1.46772
-1.9802	0.137031	-0.119348	-1.59872e-13	1.5469
-1.88119	0.0954806	-0.0770013	-3.5616e-13	1.59417
-1.78218	0.0755562	-0.0563622	-3.5616e-13	1.62467
-1.68317	0.0652799	-0.0453986	-3.7792e-13	1.64699
-1.58416	0.0588865	-0.0383228	-4.45866e-13	1.66497
-1.48515	0.0542523	-0.0330009	-4.46532e-13	1.68015
-1.38614	0.0506452	-0.0286945	-3.83915e-13	1.69322
-1.28713	0.0477493	-0.0250824	-3.8658e-13	1.70458
-1.18812	0.0453827	-0.0219786	-3.90354e-13	1.71451
-1.08911	0.0434262	-0.0192595	-3.84581e-13	1.72322
-0.990099	0.0417967	-0.0168381	-3.7792e-13	1.73085
-0.891089	0.0404348	-0.0146507	-3.7792e-13	1.73751
-0.792079	0.0392965	-0.0126494	-3.7792e-13	1.74332
-0.693069	0.0383492	-0.0107965	-3.7792e-13	1.74833
-0.594059	0.0375677	-0.00906219	-3.77864e-13	1.7526
-0.49505	0.0369332	-0.00742206	-3.7792e-13	1.75619
-0.39604	0.0364312	-0.00585557	-3.93185e-13	1.75913
-0.29703	0.036051	-0.00434507	-4.40759e-13	1.76145
-0.19802	0.0357846	-0.00287496	-4.42646e-13	1.76317
-0.0990099	0.0356269	-0.00143104	-4.15945e-13	1.76431
0	0.0355746	-8.37234e-15	-4.14883e-13	1.76488
0.0990099	0.0356269	0.00143104	-4.11213e-13	1.76488
0.19802	0.0357846	0.00287496	-4.06883e-13	1.76431
0.29703	0.036051	0.00434507	-4.08173e-13	1.76317
0.39604	0.0364312	0.00585557	-4.10394e-13	1.76145
0.49505	0.0369332	0.00742206	-4.1861e-13	1.75913
0.594059	0.0375677	0.00906219	-4.46532e-13	1.75619
0.693069	0.0383492	0.0107965	-4.46421e-13	1.7526
0.792079	0.0392965	0.0126494	-4.46532e-13	1.74833
0.891089	0.0404348	0.0146507	-4.45644e-13	1.74332
0.990099	0.0417967	0.0168381	-4.46421e-13	1.73751
1.08911	0.0434262	0.0192595	-4.46532e-13	1.73085
1.18812	0.0453827	0.0219786	-4.46532e-13	1.72322
1.28713	0.0477493	0.0250824	-4.46088e-13	1.71451
1.38614	0.0506452	0.0286945	-4.45866e-13	1.70458
1.48515	0.0542523	0.0330009	-4.44311e-13	1.69322
1.58416	0.0588865	0.0383228	-4.45644e-13	1.68015
1.68317	0.0652799	0.0453986	-4.4631e-13	1.66497
1.78218	0.0755562	0.0563622	-4.60076e-13	1.64699
1.88119	0.0954806	0.0770013	-4.80505e-13	1.62467
1.9802	0.137031	0.119348	-4.11227e-13	1.59417
2.07921	0.216633	0.199943	-4.11227e-13	1.5469
2.17822	0.343209	0.32789	-2.64677e-13	1.46772
2.27723	0.499257	0.485866	-2.30926e-13	1.33786
2.37624	0.633544	0.622676	1.88294e-13	1.14544
2.47525	0.683758	0.675785	5.43565e-13	0.898836
2.57426	0.619327	0.614172	5.47118e-13	0.631198
2.67327	0.466424	0.463556	2.73559e-13	0.387962
2.77228	0.289316	0.287975	2.73559e-13	0.204375
2.87129	0.146028	0.145514	1.35003e-13	0.0903254
2.9703	0.0589647	0.0588085	3.37508e-14	0.0326961
3.06931	0.0185798	0.0185437	1.59872e-14	0.00940565
3.16832	0.00439763	0.00439167	4.21885e-15	0.00206162
3.26733	0.000734126	0.000733506	2.22045e-16	0.000322344
3.36634	7.67368e-05	7.67067e-05	2.08167e-17	3.18461e-05
3.46535	3.71296e-06	3.71303e-06	1.73472e-18	1.46717e-06
3.56436	-8.81211e-09	-8.81561e-09	0	-3.33565e-09
3.66337	4.27192e-10	4.27512e-10	2.11758e-22	1.55684e-10
3.76238	-3.8675e-11	-3.87168e-11	3.14329e-23	-1.36271e-11
3.86139	4.99086e-12	4.99781e-12	-3.92911e-24	1.70626e-12
3.9604	-8.20713e-13	-8.22096e-13	4.91138e-25	-2.7307e-13
4.05941	1.61753e-13	1.62066e-13	4.84676e-26	5.25124e-14
4.15842	-3.67652e-14	-3.68422e-14	-2.50416e-26	-1.16722e-14
4.25743	9.3874e-15	9.40647e-15	4.03897e-28	2.91882e-15
4.35644	-2.64224e-15	-2.64606e-15	1.81754e-27	-8.06517e-16
4.45545	8.08393e-16	8.08188e-16	-4.67006e-28	2.41426e-16
4.55446	-2.66003e-16	-2.64869e-16	-2.39814e-28	-7.86482e-17
4.65347	9.34162e-17	9.22407e-17	5.36425e-29	2.62504e-17
4.75248	-3.48129e-17	-3.38013e-17	-3.03711e-29	-1.02806e-17
4.85149	1.37376e-17	1.29345e-17	3.54987e-30	3.10604e-18
4.9505	-5.72595e-18	-5.09173e-18	-2.6131e-30	-2.01653e-18
